id,project_key,type,timestamp,page_url,page_path,page_title,page_host,user_ip,user_agent,user_language,user_platform,screen_width,screen_height,viewport_width,viewport_height,referrer,event_data,created_at,visitor_id,session_id,entry_page,source,search_keyword,visit_duration,page_count,region

31,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:44.946Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":1,""responseTime"":0,""domReadyTime"":8,""loadTime"":-1767415184932,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:45.141Z,,,,,,,
32,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:45.151Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":2,""responseTime"":0,""domReadyTime"":9,""loadTime"":-1767415185136,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:45.344Z,,,,,,,
33,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:45.355Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":1,""responseTime"":0,""domReadyTime"":9,""loadTime"":-1767415185340,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:45.551Z,,,,,,,
34,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:45.561Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":1,""responseTime"":0,""domReadyTime"":9,""loadTime"":-1767415185545,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:45.753Z,,,,,,,
35,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:45.765Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":2,""responseTime"":0,""domReadyTime"":9,""loadTime"":-1767415185747,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:45.961Z,,,,,,,
36,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:45.972Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":2,""responseTime"":0,""domReadyTime"":10,""loadTime"":-1767415185956,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:46.162Z,,,,,,,
37,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:46.174Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":1,""responseTime"":0,""domReadyTime"":9,""loadTime"":-1767415186158,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:46.362Z,,,,,,,
38,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:46.374Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":1,""responseTime"":0,""domReadyTime"":8,""loadTime"":-1767415186358,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:46.566Z,,,,,,,
39,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:46.574Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":1,""responseTime"":0,""domReadyTime"":9,""loadTime"":-1767415186561,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:46.771Z,,,,,,,
40,0346c20e5580a8d83b0372089bbfdd8d,pageview,2026-01-03T04:39:46.781Z,http://127.0.0.1:5500/plugin/example.html,/plugin/example.html,监控插件测试页面,127.0.0.1:5500,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.1 Safari/605.1.15",zh-CN,MacIntel,1440,900,1440,779,http://127.0.0.1:5500/plugin/example.html,"{""performance"":{""dnsTime"":0,""tcpTime"":0,""requestTime"":1,""responseTime"":0,""domReadyTime"":9,""loadTime"":-1767415186766,""redirectTime"":0,""type"":1}}",2026-01-03T04:39:46.974Z,,,,,,,
